Designator,Quantity,Description,Manufacturer,Mfr PN

"J1","1","JST-PA 4 Pins","JST","B04B-PASK(LF)(SN)"
"SW1, SW2","2","Left-oriented normally closed detector switch","Panasonic","ESE18L61D"
"SW3","1","Right-oriented normally closed detector switch","Panasonic","ESE18R61D"
